Date,Cateogry,Sub-Category,Title,Question
Mar 22 2021 12:55 PM,Writing,Resume Services,Do you think that these women are doing anything illegal? Explain. While you have no concrete proof.,"Do you think that these women are doing
anything illegal? Explain. While you have no concrete proof at this point that
the women are doing anything illegal, the circumstantial evidence of their
conversation and the increased volume of their claims should be a red flag or
indication that something might be wrong. Since pointing a finger at them and
identifying them as criminals can result in damage to their reputation, firing,
arrest, or result in a lawsuit for slander or libel if you are wrong. You
should gather more information before alerting your supervisor to the
situation. Certainly you should not discuss it with anyone else who does not
need to know in order to provide you with additional documentation or
validation. This is how rumors get started. Remember that at this point all you
have are suspicions."
Apr 23 2021 02:57 AM,Writing,Capstone,Were you able to complete them as expected by a certain due date? Did you have a documented plan...,"Were you able to complete them as
expected by a certain due 

 date? 

   

 Did you have a documented plan that you
followed? 

 Why are we doing
this project? 

   

 Why do we need it?
Who will benefit? 

   

 Does it fit the
organization’s strategic mission and plan? 

   

 What is the
anticipated outcome or impact? 

 Why do you need to understand the steps
of project management? 

   

 Provide examples of a project using the
foundation of project management."
Apr 23 2021 02:57 AM,Writing,Capstone,What Is Project Management? Project Management: Why Do We Need It? What are some of the APRN roles..,"What Is Project Management? 

 Project Management: Why Do We Need It? 

 What are some of the APRN roles most
commonly found in practice today? 

   

 What are the other APRN roles to
consider for the future? 

 How are the project management and
nursing processes similar? 

   

 What is a project? 

   

 What is a constraint? 

 What were some of the projects you have
worked on before? 

 How organized were they?"
Apr 23 2021 02:57 AM,Writing,Capstone,What are some of the project management skills identified by the Office of the National Coordinator.,"What are some of the project management
skills identified by the Office of the National Coordinator for Health
Information Technology that are required of EHR users? 

   

 Why is there a gap in APRNs who function
as project managers (PMs)? 

   

 Why are theories important to project
management? 

   

 Discuss four key theories that guide a
project. 

 How can each team member work on the
committee?"
Apr 20 2021 07:51 PM,Writing,Capstone,Choose one public corporation in an industry with which you are familiar. Research the company on...,"Choose one public corporation in an industry with which you are familiar. Research the company on its own website, the public filings on the Securities and Exchange Commission's Filings & Formspage, the Strayer University's online databases, the Lexis Advance database, and any other sources you can find. The annual report will often provide insights that can help address some of these questions. Use the Strategic Management and Strategic Competitiveness Template [DOCX] to ensure that your assignment meets the requirements. Requirements Write a 4–6 page paper in which you address the following: Assess how globalization and technology changes have impacted the corporation you researched. Apply the industrial organization model and the resource-based model to determine how your corporation could earn above-average returns. Assess how the vision statement and mission statement of the corporation influence its overall success. Evaluate how each category of stakeholder impacts the overall success of this corporation. Use the Strayer University Online Library or the Internet to locate and include at least three quality references. Note: Wikipedia and similar websites do not qualify as academic resources. 
         
            
             
                 
                     Attachments:  
                 
                 cf-BUS499-wee....docx"
Mar 22 2021 12:55 PM,Writing,Resume Services,1. What are some of the miscellaneous nonverbal cues that can affect your effectiveness in a...,"1. What are some of the miscellaneous
nonverbal cues that can affect your effectiveness in a customer environment? 

 2. What are some ways in which men and
women differ in their nonverbal communication?"
Apr 23 2021 02:57 AM,Writing,Capstone,What are some of the competencies required of nurse leaders? How do these roles differ from project.,"What are some of the competencies
required of nurse leaders? 

   

 How do these roles differ from project
management? 

 What are some basic skills they will bring
to the team? 

   

 What will their roles be—in addition to
the PM—or will one of them be the PM and lead the team? 

   

 What are four advanced practice roles? 

   

 Discuss the competencies and skills
required for each role. 

   

   

 How do these roles differ from the project
management role?"
Apr 23 2021 02:57 AM,Writing,Capstone,How would you start your job search? Which websites would you use to find a job that now meets your.,"How would you start your job search? 

   

 Which websites would you use to find a
job that now meets your skill set? 

   

 Which nursing informatics organizations
would you use to network with? Other than searching
websites, what other activities do you need to
complete? Do you have a network? 

   

 Decide who and what
you would do in the job interview and make a list. 

   

 Review readings from
the research previously discussed to 

 gain a better
understating of industry skill and competency 

 requirements."
Apr 23 2021 02:57 AM,Writing,Capstone,What are some tasks that need to be completed to develop a plan before moving on? Where would team..,"What are some tasks that need to be
completed to develop a plan before moving on? 

   

 Where would team members look to find current
evidence-based practices (EBP) to support new policies? 

   

 What roles might the APRN and DNP
assume? 

   

 What are some of the basic requirements
in today’s practice? 

   

 How has healthcare changed in that the
roles’ 

 requirements have changed as well? 

 What are some roles of a nurse
administrator, nurse executive, chief nursing informatics officer (CNIO)?"
Apr 23 2021 02:57 AM,Writing,Capstone,How would you explain what metrics are and how to use them? How would using the SMART process help..,"How would you
explain what metrics are and how to use them? 

   

 How would using the
SMART process help Laura? 

 What is the purpose of a project
charter? 

   

 How is a project charter different from
the scope document? 

   

 What is scope creep? 

   

 How will you mitigate scope creep?As a
PM, what is your first responsibility? (This is a functional organizationshown
in Figure 3.4.)"
Apr 23 2021 02:57 AM,Writing,Capstone,Define what constraints are. Why do they need to be monitored? What is the benefit of project...,"Define what constraints are. Why do they
need to be monitored? 

 What is the benefit of project planning? 

   

 What types of tasks are included in
project planning? 

   

 What are some of the key “tools”
developed during this phase? 

   

 Discuss leadership skills required to
lead a project. 

   

 Discuss barriers to successful project
outcomes. 

 What tasks are
included? 

   

 What are the
resources; where will they come from? Human and 

 software/hardware"
Apr 23 2021 02:57 AM,Writing,Capstone,What would happen if you did not have a project plan? How would you respond to a new manager who...,"What would happen if you did not have a
project plan? How 

 would you respond to a new manager who
told you a plan is not 

 needed? 

   

 You are planning a summer project. What
are the five steps 

 you need to plan and then develop the
project? Where will you 

 start—with the end date? Why, or why
not? 

 What do you foresee as any barriers to
starting your project? 

 Discuss project management skills needed
for any project."
Apr 23 2021 02:57 AM,Writing,Capstone,What stage of team development is this? What are some specific things you will do to help move the..,"What stage of team development is this? 

   

 What are some specific things you will
do to help move the team forward? Where would you find this information online? 

   

 At what point will you know the team is
moving to the next step in team formation? 

   

 What specifically will you do to facilitate
and support the teamto function better? List some activities you would use in
teammeetings."
Apr 23 2021 02:57 AM,Writing,Capstone,Why Is It Important to Build a Network Diagram? What should Susan’s next tasks be after all dates...,"Why Is It Important to Build a Network
Diagram? 

 What should Susan’s next tasks be after
all dates are confirmed? 

 Who needs the information? What
information? 

 Why is it important to understand the
value of change management? 

   

 What are the 10 principles of change
management? 

   

 How would you apply these principles as
change is occurring? 

   

 What are some areas of resistance to
change you have observed?"
Apr 23 2021 02:57 AM,Writing,Capstone,Consider how you would address these issues of resistance. How Would you implement change in your...,"Consider how you would address these
issues of resistance. How Would you implement change in your organization?
Develop a plan and discuss it with your team. Of the different phases of
project management, which one is implementation? 

   

 Discuss how the phases of project
management 

 correlate to the nursing process. 

   

 What are the primary objectives of the
implementation 

 phase?"
Apr 23 2021 02:57 AM,Writing,Capstone,Who needs to be included and responsible for managing issues? Where would she find this information?,"Who needs to be included and responsible
for managing 

 issues? 

   

 Where would she find this information? 

   

 What is the role of the CCB? 

   

 Going forward, what are the CSFs that
need to be monitored? Whereand to whom would this information be reported? Will it impact another task or subtask? 

   

 What is the cost and
risk? 

 What are some key attributes you will
take from these experiences?"
Apr 23 2021 02:57 AM,Writing,Capstone,What activities are included when utilizing the tool kit? What happens during an implementation? Who,"What activities are included when
utilizing the 

 tool kit? 

 What happens during an implementation? 

   

 Who is involved during an implementation? 

   

 What is the purpose of the change
control board 

 (CCB)? 

   

 What is the difference between leaders
and 

 managers? 

 Susan has arranged the go-live meeting
for all teams. What are Susan’s 

 next steps? 

   

 What are the key documents she needs to
review with all teams?"
Apr 23 2021 02:57 AM,Writing,Capstone,"How are the functional activities as a PM different because you also have a theatrical background,..","How are the functional activities as a
PM different because you also have a theatrical 

 background, deeper learning in graduate
courses, and other qualities you 

 bring as a nurse leader to the project
team? 

 Who are stakeholders? 

   

 What are the roles of the stakeholders
in a project? 

   

 How do you communicate with
stakeholders? 
 
 

 Project barriers—will these delay the
project; what are costs 

 associated with these?"
Apr 23 2021 02:57 AM,Writing,Capstone,What is the purpose of a gap analysis? Discuss two major steps when conducting a gap analysis. What.,"What is the purpose of a gap analysis? 

   

 Discuss two major steps when conducting
a gap analysis. 

   

 What is a metric? How do you use
metrics? 

   

 How would you develop a measurable
objective? 

 Number of units: How
many applications will be included in the new system? 

   

 Who are the
stakeholders? Who builds the system? And so on. Each task will be assigned a
responsible owner to make sure it is completed and passes all tests. 

   

 Due dates: Due date
for phase 1 completion, phases 2, 3, 4, and 

 5? Go-live date?"
Apr 23 2021 02:57 AM,Writing,Capstone,Consider that your organization is about to change things with the installation of a new EHR. What..,"Consider that your organization is about
to change things with 

 the installation of a new EHR. What will
you do to address resistance 

 by staff to change? 

 Put a plan in place to address this—where
would you start? 

 The system has been unit tested. At what
point would you get the 

 end users involved in testing? 

 You will need to develop a test script
for the end users— 

 nurses from the ICU."
Apr 23 2021 02:57 AM,Writing,Capstone,Do you see the potential correlation between the two—failure to monitor and control—one leads to...,"Do you see the potential correlation
between the two—failure to monitor and control—one leads to failure of the
other? 

   

 What process will you use to do this?
How will you document the process? 

   

 Where and to whom will you present the
information? 

 As you learned new
ideas, how did that occur—through practice or other? 

   

 Can you relate it to
the diffusion of innovation theory?"
Apr 23 2021 02:57 AM,Writing,Capstone,"Who will be accountable, in addition to you, the PM? List others in the leadership role. What is the","Who will be
accountable, in addition to you, the PM? List others 

 in the leadership
role. 

   

 What is the
potential impact on the live system if the change is 

 implemented? 

   

 What is the
potential impact on the go-live date, if any? 

   

 What would postlive
maintenance requirements be? 

 What would potential
impact on your budget be? 

   

 How will change, if
approved, impact the overall scope of project?"
Apr 23 2021 02:57 AM,Writing,Capstone,Is there some other project where she can observe the actual processes being put in place? What are.,"Is there some other project where she
can observe the actual processes 

 being put in place? 
 
 

 What are three of the processes you can
use to gather information 

 and data? 

   

 Which are two of the tools you would use
to monitor the project? 

 What are some
reasons for project closure? 

   

 What are types/reasons
for project closure? 

   

 Discuss the steps to
closing the project. 

   

 What are some
potential problems if the project is 

 not closed properly?"
Apr 23 2021 02:57 AM,Writing,Capstone,What is the quality of the tasks performed when pushed too quickly against a deadline? What is the..,"What is the quality
of the tasks performed when pushed too 

 quickly against a
deadline? 

 What is the purpose of the plan, do,
check, act 

 (PDCA) cycle? 

   

 What is involved in CQI? 

   

 Who was Donabedian? 

 How does she apply the tools? Should she
assign each of the project 

 team members one of the tasks to start
the assessments? 

   

 What should she do with the information
when gathered?"
Apr 23 2021 02:57 AM,Writing,Capstone,Has completion of project been formally recognized including transition of operations? Have benefits,"Has completion of
project been formally recognized including transition of operations? 

   

 Have benefits of
project been validated against the business case? 

 Have Lessons Learned
been completed, including what could have been done 

 better, documented,
and reported to leadership? 

   

   

 Have all project
deliverables to the customer been transitioned demonstrating 

 seamless operations
and support?"
Apr 23 2021 02:57 AM,Writing,Capstone,Can you trace the phases as described by Lewin and apply those to different behaviors you see during,"Can you trace the phases as described by
Lewin and apply those to different 

 behaviors you see during a change event? 

 What do we want to
achieve with this change? 

   

 How will we know
that the change has been achieved? 

   

 Who is affected by
this change, and how will they react to it? 

   

 How much of this
change  can  be achieved ourselves? 

   

 What parts of the
change need help?"
Apr 23 2021 02:57 AM,Writing,Capstone,What is the primary objective of monitor and control processes? What are some of the activities...,"What is the primary objective of monitor
and control processes? 

   

 What are some of the activities
associated with monitor and control processes? 

   

 What are some reasons projects fail? 

   

 What are important tasks that need to be
monitored during this phase? 

   

 What is the 80/20 rule? 

   

 How is the 80/20 rule applied? 

 When monitor and control documents were
created and then applied to 

 the project, were there questions
overlooked or not considered, such as the 

 following?"
Apr 23 2021 02:57 AM,Writing,Capstone,Have you made sure all of the work needed and contracted been completed? Is approval by the...,"Have you made sure
all of the work needed and contracted been completed? 

   

 Is approval by the
project’s sponsor and customer—internal or external—complete? 

   

 Have all
organizational governance processes been executed? 

   

   

 Has administrative
closing of all procurements and contracts been completed 

 by both parties;
have all contractual obligations toward each other been completed/ 

 signed off?"
Apr 23 2021 02:57 AM,Writing,Capstone,"Have all lessons learned from each closing phase been documented, including planning,...","Have all lessons
learned from each closing phase been documented, 

 including planning,
implementation, monitor, and control 

 phases? 

   

 Did all stakeholders
have an opportunity to provide input and 

 feedback including
end users? 

   

 Was a final review
by all owners and stakeholders of all original, 

 legal documents, and
requirements conducted to determine success 

 of meeting these
critical success factors (CSFs) and milestones?"
Nov 25 2020 02:32 PM,Writing,Admission Services,Having regard to the characteristics of a ‘constitutional statute’ identifi ed by Laws LJ in Thoburn,"Having regard to the
characteristics of a ‘constitutional statute’ identifi ed by Laws LJ in Thoburn
v Sunderland City Council, can you think of an instance of (a) that is not also
an instance of (b)? 9 To what extent, if any, does the Human Rights Act 1998
impose practical limitations on the legislative supremacy of Parliament?"
Nov 25 2020 02:32 PM,Writing,Admission Services,Although the jurisprudence in relation to s 3 of the Human Rights Act 1998 suggests that the...,"Although the jurisprudence in
relation to s 3 of the Human Rights Act 1998 suggests that the judiciary are
mindful that they must interpret rather than legislate under the provision, to
what extent, if any, might it be argued that the ‘real area of difficulty lies
in identifying the limits of interpretation in a particular case’ (per Lord
Nicholls in Re S (children: care plan) )?"
Dec 03 2020 12:26 AM,Writing,Admission Services,"Writing extra-judicially about the Human Rights Act 1998, Sir Stephen Sedley has commented: ‘But if.","Writing extra-judicially about
the Human Rights Act 1998, Sir Stephen Sedley has commented: ‘But if a
conservative use of the s 4 power is harnessed to an equally conservative use
of the s 3 power, Parliament’s great scheme of permeating the statute book with
human rights values may start to falter.’ Does the case law evidence a
‘conservative use’ of either s 3 or s 4?"
Dec 03 2020 12:02 AM,Writing,Admission Services,1. What are the arguments both for and against the lowering of the voting age in parliamentary and..,"1. What are the arguments both
for and against the lowering of the voting age in parliamentary and local
government elections from the present 18 to 16?  

 2. Why was the departmental
select committee system established in 1979? How effective can these committees
be in scrutinizing the conduct of the executive?"
Apr 23 2021 02:57 AM,Writing,Capstone,What is the purpose and objectives of the final meeting? What tasks need to be completed before the.,"What is the purpose
and objectives of the final meeting? 

   

 What tasks need to
be completed before the meeting? 

   

 Who should attend
the meeting? List attendees. 

   

 What tasks need to
be completed during the meeting such as owner 

 assignments? 

   

 What tasks need
follow-up after the meeting? 

   

 Did the project meet
all the constraints including on time, on 

 budget, and quality?"
Dec 02 2020 11:50 PM,Writing,Admission Services,1. Why is reform of the House of Lords necessary? 2. What ought to be the role of a reformed second.,"1. Why is reform of the House of
Lords necessary?  

 2. What ought to be the role of a
reformed second chamber and how should its membership be determined?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. What does ‘parliamentary privilege’ mean? 2. How necessary are the privileges which it...,"1. What does ‘parliamentary
privilege’ mean?  

 2. How necessary are the
privileges which it encompasses?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. Consider who is excluded from standing as an MP or voting in a parliamentary election. How might.,"1. Consider who is excluded from
standing as an MP or voting in a parliamentary election. How might these
exclusions be justifi ed?  

 2. Do you think that electoral
reform is necessary? What do you think of the voting system proposed by the
Jenkins Commission?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. What is the role of the Commission? To what extent is the Commission accountable for its actions?,"1. What is the role of the
Commission? To what extent is the Commission accountable for its actions? 

  2. What is the significance of
the voting system used by the Council?"
Dec 02 2020 10:24 PM,Writing,Admission Services,1. How has the legislative role of the European Parliament developed over time? 2. Is it correct to.,"1. How has the legislative role
of the European Parliament developed over time?  

 2. Is it correct to describe the
ECJ as being an appeal court?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. How significant are the Lisbon Treaty reforms to the EU institutions? 2. What is the difference..,"1. How significant are the Lisbon
Treaty reforms to the EU institutions? 

 2. What is the difference between
‘executive devolution’ and ‘legislative devolution’?"
Nov 25 2020 02:32 PM,Writing,Admission Services,"To what extent, if any, do you agree with Professor Bogdanor (2004) that ‘devolution introduces, for","To what extent, if any, do you
agree with Professor Bogdanor (2004) that ‘devolution introduces, for the first
time, the federal spirit into the British constitution’ with the result that
‘Westminster has become a quasi-federal Parliament’?"
Dec 02 2020 11:15 PM,Writing,Admission Services,"1. Why were the European Communities formed? 2. What significance lies in renaming the EEC the EC,..","1. Why were the European
Communities formed?  

 2. What significance lies in
renaming the EEC the EC, and then renaming the EC the EU?"
Apr 23 2021 02:57 AM,Writing,Capstone,What is the difference between a schedule and project plan? What is a deliverable? What is a WBS?...,"What is the difference between a
schedule and project plan? 

   

 What is a deliverable? 

   

 What is a WBS? What is its purpose? 

   

 What is an SOW? What is its purpose? 

 What are some reasons to build a network
diagram? 

   

 What information is included in a
network diagram? 

   

 What information can you obtain from the
critical path method (CPM)? How will this be used to plan and track your
project?"
Dec 02 2020 09:47 PM,Writing,Admission Services,"1. Do the devolution provisions in respect of Wales, Scotland, and Northern Ireland amount to...","1. Do the devolution provisions
in respect of Wales, Scotland, and Northern Ireland amount to ‘executive
devolution’, ‘legislative devolution’, or both?  

 2. What impact has devolution had
upon the legislative supremacy of Parliament?"
Apr 23 2021 02:57 AM,Writing,Capstone,"Has an area, archive, library for storage of all project documents, accessible to all stakeholders,.","Has an area,
archive, library for storage of all project documents, 

 accessible to all
stakeholders, been established? 

 What does a verification audit entail? 

   

 Why do you need to complete a
verification audit? 

   

 What are some other closing tasks that
must be 

 completed? 

 What are additional
tasks required to close a project? 

   

 What is the purpose
of the project close-out meeting?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. What do you consider to be the answer to the ‘English question’? 2. Is there a case for making...,"1. What do you consider to be the
answer to the ‘English question’? 

 2. Is there a case for making the
pre-legislative scrutiny of government Bills compulsory? When might
pre-legislative scrutiny be impracticable?"
Nov 25 2020 02:32 PM,Writing,Admission Services,Winetrobe has argued in relation to Scottish devolution: ‘That the scheme has survived so far...,"Winetrobe has argued in relation
to Scottish devolution: ‘That the scheme has survived so far relatively
unscathed may be due not so much to the quality of the scheme or of its actors,
as to the degree of consensus-building that preceded it, and to the generally
favourable political, economic, and legal circumstances in which it has
operated.’ If this view is correct, what circumstances might cause the
devolution arrangements between Westminster and Edinburgh to be more severely
tested?"
Nov 25 2020 02:32 PM,Writing,Admission Services,How might the practice of publishing some government Bills in draft be particularly useful in the...,"How might the practice of
publishing some government Bills in draft be particularly useful in the context
of devolution? Professor Rawlings has described Welsh devolution as ‘a process
not an event’. What do you think he meant by this?"
Nov 25 2020 02:32 PM,Writing,Admission Services,The PM has stated that ‘our new public reading stage will improve the level of debate and scrutiny..,"The PM has stated that ‘our new
public reading stage will improve the level of debate and scrutiny of Bills by
giving everyone the opportunity to go online and offer their views on any new
legislation’. Is this an example of misplaced optimism, or a fair comment on
the likely effect of the innovation?"
Dec 31 2020 11:24 AM,Writing,Admission Services,1. What arguments can be advanced in favour of the making of delegated legislation? 2. When might it,"1. What arguments can be advanced
in favour of the making of delegated legislation?  

 2. When might it be inappropriate
to legislate by exercising delegated powers?"
Dec 31 2020 11:24 AM,Writing,Admission Services,1. What is the difference between direct applicability and direct effect? Which EU legal instruments,"1. What is the difference between
direct applicability and direct effect? Which EU legal instruments can have
both characteristics?  

 2. Why did the ECJ decide that
directives should have direct effect? 3"
Dec 31 2020 11:24 AM,Writing,Admission Services,In the consultation paper Post-Legislative Scrutiny (Law Com Consultation Paper No 178) that...,"In the consultation paper
Post-Legislative Scrutiny (Law Com Consultation Paper No 178) that preceded the
publication of its final report, the Law Commission argued that ‘it would be
far more preferable to have effective review of a few pieces of legislation a
year rather than a perfunctory review of many Acts’. Do you agree?"
Dec 31 2020 11:24 AM,Writing,Admission Services,"1. To what extent, if any, can it be argued that the practical effect of the decisions in Von Colson","1. To what extent, if any, can it
be argued that the practical effect of the decisions in Von Colson and
Marleasing is that directives can now have horizontal direct effect?  

 2. Has membership of the EU
resulted in British judges having to be more creative/radical when interpreting
domestic legislation?"
Dec 31 2020 11:24 AM,Writing,Admission Services,"Professor Hartley has contended: ‘In recent years, the European Court seems to be doing everything..","Professor Hartley has contended:
‘In recent years, the European Court seems to be doing everything within its
power to emphasize the importance of indirect effect, though it never forgets
to include the words “so far as possible” in its rulings.’ By reference to
decided cases, consider the accuracy of this statement."
Dec 31 2020 11:21 AM,Writing,Admission Services,Explain what Professor Craig meant by the following statement: ‘Direct effect spreads the workload..,"Explain what Professor Craig
meant by the following statement: ‘Direct effect spreads the workload of
enforcing Community law, and its supremacy, across all the individuals and the
national courts of the EC.’ 4 In developing the doctrine of direct effect and
the principle of state liability in damages, has the ECJ exceeded the proper
bounds of the judicial function?"
Jan 26 2021 10:36 AM,Writing,Admission Services,1. What is the status of conventions before the courts? 2. Professor Munro has contended: ‘Dicey’s..,"1. What is the status of
conventions before the courts?  

 2. Professor Munro has contended:
‘Dicey’s court-enforcement criterion may be defended from attack. It is an
adequate litmus test to distinguish laws and conventions.’ Do you agree?"
Dec 31 2020 11:24 AM,Writing,Admission Services,"1. Although the Francovich principle represents an attempt by the ECJ to make EU law more effective,","1. Although the Francovich
principle represents an attempt by the ECJ to make EU law more effective, to
what extent is the effectiveness of the remedy dependent upon the attitude of
the national courts?  

 2. Do you agree with Drake that
the HL’s reasoning in White v White (2001) as to why it should not apply the
Marleasing principle to private law agreements is ‘unsatisfactory’?"
Jan 26 2021 09:05 PM,Writing,Admission Services,"1. Given that conventions are non-legal rules, why are they obeyed? What is the sanction for their..","1. Given that conventions are
non-legal rules, why are they obeyed? What is the sanction for their breach?  

 2.  If conventions were codified,
what would be the criteria for measuring the success of codification?"
Nov 25 2020 02:32 PM,Writing,Admission Services,"1. Assuming that law-making is a legitimate part of the judicial function, what constitutional...","1. Assuming that law-making is a
legitimate part of the judicial function, what constitutional limits are there
on the exercise of that function?  

 2. To what extent, if any, can it
be argued that in R v Registrar-General, ex p Smith (1991), the CA overstepped
the proper bounds of the judicial function?"
Nov 25 2020 02:32 PM,Writing,Admission Services,Lord Wilson has commented that: ‘Our unwritten constitutional conventions are under pressure from a.,"Lord Wilson has commented that:
‘Our unwritten constitutional conventions are under pressure from a variety of
directions, for instance because of the power of the media, constitutional
change, management change and a general ignorance of, or impatience with, the
constitution’. To what extent, if any, do you agree with this view?"
Jan 23 2021 08:00 PM,Writing,Admission Services,1. Why have the courts been unwilling to accept that discretion may be limitless? 2. How can a...,"1. Why have the courts been
unwilling to accept that discretion may be limitless?  

 2. How can a review be
distinguished from an appeal?"
Nov 25 2020 02:32 PM,Writing,Admission Services,What do you think Lord Bingham meant when he observed extra-judicially in relation to the judicial..,"What do you think Lord Bingham
meant when he observed extra-judicially in relation to the judicial development
of the law: ‘It is one thing to alter the law’s direction of travel by a few
degrees, quite another to set it off in a different direction’?"
Jan 26 2021 05:10 AM,Writing,Admission Services,1. Which definition of conventions provides the most satisfactory explanation of their nature and...,"1. Which definition of
conventions provides the most satisfactory explanation of their nature and
purpose?  

 2. What do the examples of
conventions referred to in this chapter tell us about their significance in the
UK constitution?"
Dec 21 2020 12:23 PM,Writing,Admission Services,What rule was established by the HL in O’Reilly v Mackman ? Can it be argued that in the later...,"What rule was established by the
HL in O’Reilly v Mackman ? Can it be argued that in the later decided cases,
the courts have taken a pragmatic approach to the scope of this rule? Has the
rule survived the introduction of the Civil Procedure Rules?"
Dec 02 2020 08:37 AM,Writing,Admission Services,"In R (on the application of Richards) v Pembrokeshire County Council (2004), Neuberger LJ stated: ..","In R (on the application of
Richards) v Pembrokeshire County Council (2004), Neuberger LJ stated: . . . the
advent of the Human Rights Act 1998, and in particular the consequent
introduction into English law of Article 6 of the European Convention on Human
Rights, may have an impact on the continuing effectiveness of the reasoning in
Ostler . To what extent, if any, do you agree with this view?"
Dec 24 2020 08:55 PM,Writing,Admission Services,"1. To what extent, if any, do you agree with Fordham that the public/private distinction is...","1.  To what extent, if any, do
you agree with Fordham that the public/private distinction is ‘something of a
headache’?  

 2. Does the decision of the HL in
Boddington represent a welcome clarification of the position with regard to
collateral challenge?"
Jan 22 2021 12:27 PM,Writing,Admission Services,Applying Cane’s distinction between associational and public interest standing to the Fleet Street..,"Applying Cane’s distinction
between associational and public interest standing to the Fleet Street Casuals
case, the Rose Theatre case, and the Greenpeace case, which type of standing,
associational or public interest, describes the status of the claimant?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. How important a development is the annual publication of a draft legislative programme? Is there.,"1. How important a development is
the annual publication of a draft legislative programme? Is there a case for
arguing that a ‘draft’ Queen’s speech will tie the hands of a government?  

 2. What purpose does
quasi-legislation serve?"
Dec 22 2020 12:18 PM,Writing,Admission Services,"1. In the words of Sir Konrad Schiemann, ‘does locus standi matter or are the courts becoming so...","1. In the words of Sir Konrad
Schiemann, ‘does locus standi matter or are the courts becoming so liberal that
we can forget it?’ 

 2.  An alternative to the present
arrangements on standing would be to allow anyone to seek judicial review of
any decision which they wished to challenge. What would be the advantages and
disadvantages of such a system?"
Jan 25 2021 12:12 AM,Writing,Admission Services,"1. To what extent, if any, do you agree with Waldron’s central argument that judicial review is...","1. To what extent, if any, do you
agree with Waldron’s central argument that judicial review is democratically
illegitimate? 

 2. With regard to irrationality
as a ground for review, to what extent, if any, do you agree with Fordham’s
observation that ‘there are dangers in using Olympic pole-vault height for the
high-jump’?"
Nov 25 2020 02:32 PM,Writing,Admission Services,Do you agree with Bennion that publishing government Bills in draft is a ‘misconceived reform’ which,"Do you agree with Bennion that
publishing government Bills in draft is a ‘misconceived reform’ which ‘ensures
that a proposal goes off half-cock’ and which results, due to the lack of
parliamentary explanation, in the measure being ‘inevitably misunderstood’?"
Nov 25 2020 02:32 PM,Writing,Admission Services,"To what extent, if any, do you agree with Elliott et al that: ‘Giving reasons for decisions should..","To what extent, if any, do you
agree with Elliott et al that: ‘Giving reasons for decisions should be treated
as a central facet of procedural fairness in administrative law’? Ought the
common law to now recognize a general duty to give reasons, subject to
exceptions?"
Jan 26 2021 09:58 AM,Writing,Admission Services,Why have the English courts traditionally been reluctant to embrace the doctrine of proportionality.,"Why have the English courts
traditionally been reluctant to embrace the doctrine of proportionality as a
separate ground for review? What effect has the Human Rights Act 1998 had upon
judicial attitudes towards proportionality?"
Jan 01 2021 02:19 AM,Writing,Admission Services,"1. Which, if any, of the established grounds for review blurs the distinction between the legality..","1. Which, if any, of the
established grounds for review blurs the distinction between the legality and
merits of a decision? 

 2. What is the significance of the
HL decision in Ridge v Baldwin ?"
Dec 02 2020 09:01 AM,Writing,Admission Services,"Speaking extra-judicially, Sir Thomas Bingham (as he then was) has answered the question ‘should...","Speaking extra-judicially, Sir
Thomas Bingham (as he then was) has answered the question ‘should public law
remedies be discretionary?’ with a qualified ‘yes’. Do you think it right that
a remedy for a proven abuse of power should be a matter of discretion for the
courts?"
Jan 01 2021 02:53 AM,Writing,Admission Services,"Does the practice of the courts in respect of mandatory orders, as described by Nolan LJ in ex p...","Does the practice of the courts
in respect of mandatory orders, as described by Nolan LJ in ex p Equal
Opportunities Commission , suggest a too lenient and deferential attitude
towards ministers who have acted unlawfully?"
Dec 02 2020 08:58 AM,Writing,Admission Services,"1. What effect, if any, do you think the new remedies provided for in the CPR will have upon the...","1. What effect, if any, do you
think the new remedies provided for in the CPR will have upon the courts’
ability to deal with abuses of power?  

 2. Are the restrictions to which
the substitutionary remedy is subject sufficient to prevent the courts from exceeding
the scope of their supervisory jurisdiction in judicial review proceedings?"
Apr 09 2021 01:28 PM,Writing,Essay,Why did you choose to work at this company? What do you hope to...,"Why did you choose to work at this company? What do you hope to accomplish personally and professionally on this experience? Thinking through questions like these in a formal way can increase self-awareness and spark growth as a young professional. Do you want to find success on this internship? How do you define success? A key component of success is beginning with the end in mind.
         
            
             
                 
                     Attachments:  
                 
                 --1--Assignme....pdf Company-Profi....docx"
Apr 08 2021 09:28 AM,Writing,Essay,"1. Compare and contrast reasons why a person might commit a crime, as opposed to reasons a person...","1. Compare and contrast reasons why a person might commit a crime, as opposed to reasons a person would choose not to commit a crime.    2. Give three examples of how society controls undesired behaviors, by means other than laws, and identify what are the strengths and weaknesses for each example. 3. List and define the primary affirmative defenses used in criminal cases.    Cite your work."
